EMPRESA_SIGLA;EMPRESA_NOME;EMPRESA_NACIONALIDADE;ANO;MES;AEROPORTO_DE_ORIGEM_SIGLA;AEROPORTO_DE_ORIGEM_NOME;AEROPORTO_DE_ORIGEM_UF;AEROPORTO_DE_ORIGEM_REGIAO;AEROPORTO_DE_ORIGEM_PAIS;AEROPORTO_DE_DESTINO_SIGLA;AEROPORTO_DE_DESTINO_NOME;AEROPORTO_DE_DESTINO_UF;AEROPORTO_DE_DESTINO_REGIAO;AEROPORTO_DE_DESTINO_PAIS;NATUREZA;GRUPO_DE_VOO;PASSAGEIROS_PAGOS;ASK;RPK;COMBUSTIVEL_LITROS;DISTANCIA_VOADA_KM;DECOLAGENS;ASSENTOS;HORAS_VOADAS;TAXA_OCUPACAO_RPK_ASK;COMBUSTIVEL_POR_PASSAGEIRO_L;COMBUSTIVEL_POR_KM_L_KM;PASSAGEIROS_POR_DECOLAGEM
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;9280.0;14193720.0;12333120.0;422593.0;82398.0;62.0;10680.0;143.583;0.8689138576779026;45.538038793103446;5.12868030777446;149.67741935483872
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;DOMÉSTICA;REGULAR;10953.0;11250984.0;8992413.0;399511.0;65680.0;80.0;13704.0;136.65;0.7992556917688266;36.47502967223592;6.082688794153471;136.9125
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;DOMÉSTICA;NÃO REGULAR;1533.0;1001376.0;748104.0;40366.0;5856.0;12.0;2052.0;20.0667;0.7470760233918129;26.331376386170906;6.893101092896175;127.75
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;DOMÉSTICA;REGULAR;32184.0;19945536.0;15705792.0;761587.0;119072.0;244.0;40872.0;282.65;0.7874339401056958;23.663528461347255;6.396020894920721;131.9016393442623
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;12076.0;31337838.0;28656348.0;701163.0;185094.0;78.0;13206.0;271.25;0.9144328335605028;58.06252070221928;3.7881454828357484;154.82051282051282
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;359.0;149040.0;129240.0;8641.0;1080.0;3.0;414.0;4.71667;0.8671497584541062;24.069637883008358;8.000925925925927;119.66666666666667
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;21342.0;22514580.0;17543124.0;744233.0;133986.0;163.0;27390.0;269.983;0.7791894852135816;34.87175522444007;5.554557938889138;130.93251533742333
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;1264.0;28.0;1.0;0.0;0.833333;;;45.142857142857146;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;256.0;8736.0;7168.0;11878.0;56.0;2.0;312.0;5.0;0.8205128205128205;46.3984375;212.10714285714286;128.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;84.0;;;;;;;;;;;
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;3560.0;5688000.0;4499840.0;169556.0;37920.0;30.0;4500.0;60.8833;0.7911111111111111;47.62808988764045;4.471413502109705;118.66666666666667
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBJA;JAGUARUNA;SC;SUL;BRASIL;DOMÉSTICA;NÃO REGULAR;273.0;296946.0;166803.0;15404.0;1833.0;3.0;486.0;5.48333;0.5617283950617284;56.42490842490842;8.403709765411893;91.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBLO;LONDRINA;PR;SUL;BRASIL;DOMÉSTICA;REGULAR;6549.0;4061544.0;2999442.0;159257.0;23358.0;51.0;8868.0;61.9;0.7384979702300406;24.317758436402503;6.818092302423152;128.41176470588235
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;6562.0;15837240.0;12782776.0;396295.0;95452.0;49.0;8130.0;140.333;0.8071340713407134;60.3924108503505;4.151772618698403;133.91836734693877
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBNF;NAVEGANTES;SC;SUL;BRASIL;DOMÉSTICA;NÃO REGULAR;521.0;345276.0;215694.0;13325.0;2070.0;5.0;834.0;5.53333;0.6247002398081535;25.57581573896353;6.43719806763285;104.2
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBNF;NAVEGANTES;SC;SUL;BRASIL;DOMÉSTICA;REGULAR;17534.0;10343376.0;7259076.0;427402.0;62100.0;150.0;24984.0;161.45;0.701809157861031;24.375613094559142;6.882479871175524;116.89333333333333
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBPF;PASSO FUNDO;RS;SUL;BRASIL;DOMÉSTICA;NÃO REGULAR;146.0;134640.0;111690.0;4564.0;765.0;1.0;176.0;1.55;0.8295454545454546;31.26027397260274;5.966013071895425;146.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;11005.0;15187488.0;12369620.0;405299.0;87672.0;78.0;13512.0;142.55;0.8144612196566016;36.82862335302136;4.6229012683639015;141.0897435897436
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBRF;RECIFE;PE;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;6676.0;17330060.0;14213204.0;443808.0;104321.0;49.0;8140.0;149.733;0.8201474201474201;66.478130617136;4.254253697721456;136.24489795918367
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;68975.0;31036068.0;25244850.0;1684539.0;222894.0;609.0;84798.0;587.283;0.8134036180098587;24.422457412105835;7.5575789388678025;113.25944170771757
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;4324.0;12591432.0;10048976.0;303211.0;72044.0;31.0;5418.0;104.917;0.7980804724990771;70.12280296022202;4.208691910499139;139.48387096774192
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;14302.0;0.0;10.0;1374.0;6.9;;;;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;136.0;73254.0;57256.0;3349.0;421.0;1.0;174.0;1.06667;0.7816091954022989;24.625;7.954869358669834;136.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;7818.0;4637736.0;3291378.0;195467.0;27786.0;66.0;11016.0;72.4333;0.7096949891067538;25.002174469173703;7.034729720002879;118.45454545454545
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;0.0;204240.0;124320.0;6223.0;1480.0;1.0;138.0;2.68333;0.6086956521739131;;4.2047297297297295;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;25469.0;47135040.0;37694120.0;1239304.0;278240.0;188.0;31848.0;436.983;0.7997048480281337;48.659311319643486;4.454082806210466;135.47340425531914
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;7256.0;5029824.0;4005312.0;179018.0;29256.0;53.0;9112.0;69.3333;0.7963125548726954;24.671719955898567;6.1190183210281655;136.9056603773585
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;19726.0;19690776.0;14912856.0;600145.0;115668.0;153.0;26046.0;218.95;0.7573523765645397;30.424059616749467;5.188513677075768;128.9281045751634
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;SDSC;SÃO CARLOS;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;6278.0;699.0;3.0;0.0;2.7;;;8.98140200286123;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;2458.0;420.0;1.0;0.0;1.26667;;;5.852380952380952;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;146.0;;;;;;;;;;;
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;8477.0;4397400.0;3560340.0;197298.0;25620.0;61.0;10470.0;67.0333;0.8096466093600764;23.274507490857616;7.700936768149883;138.9672131147541
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;0.0;58812.0;49348.0;2960.0;338.0;1.0;174.0;1.26667;0.8390804597701149;;8.757396449704142;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;107.0;73254.0;45047.0;2527.0;421.0;1.0;174.0;0.9;0.6149425287356322;23.61682242990654;6.002375296912114;107.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;8693.0;4564482.0;3659753.0;172693.0;27365.0;65.0;10842.0;68.35;0.8017893377605608;19.86575405498677;6.31072537913393;133.73846153846154
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;5723.0;1085.0;1.0;0.0;2.16667;;;5.274654377880184;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;13578.0;17984960.0;14732130.0;489805.0;91140.0;84.0;16576.0;162.333;0.8191361003861004;36.07342760347621;5.3742045205178846;161.64285714285714
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;9309.0;12805664.0;9457944.0;329953.0;67056.0;66.0;12604.0;115.617;0.7385750555379245;35.44451605972714;4.920558935814841;141.04545454545453
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;9017.0;13617240.0;10982706.0;374756.0;75516.0;62.0;11180.0;128.167;0.8065295169946333;41.56105134745481;4.962603951480481;145.43548387096774
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;0.0;252648.0;226512.0;8755.0;1452.0;1.0;174.0;2.46667;0.896551724137931;;6.029614325068871;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;36103.0;61651920.0;52421556.0;1636064.0;315084.0;217.0;42460.0;520.683;0.8502826189354686;45.31656649031937;5.192469309771362;166.3732718894009
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;127.0;109800.0;78525.0;5079.0;675.0;3.0;488.0;2.96667;0.7151639344262295;39.99212598425197;7.524444444444445;42.333333333333336
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;27325.0;47188320.0;40441000.0;1382779.0;278240.0;188.0;31884.0;472.85;0.8570129218416761;50.604903934126256;4.969734761357102;145.34574468085106
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;717.0;0.0;2.0;392.0;0.383333;;;;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBSV;SALVADOR;BA;NORDESTE;BRASIL;SBVC;VITÓRIA DA CONQUISTA;BA;NORDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;118.0;188496.0;124950.0;7521.0;1071.0;3.0;528.0;2.65;0.6628787878787878;63.73728813559322;7.022408963585434;39.333333333333336
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBTE;TERESINA;PI;NORDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;10880.0;17000160.0;14405120.0;473206.0;99300.0;75.0;12840.0;156.8;0.8473520249221184;43.493198529411764;4.765417925478348;145.06666666666666
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBTE;TERESINA;PI;NORDESTE;BRASIL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;3976.0;2412438.0;1976072.0;94318.0;15407.0;31.0;4854.0;35.2667;0.8191182529872271;23.721830985915492;6.121762835074966;128.25806451612902
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBTE;TERESINA;PI;NORDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;7717.0;17904640.0;16051360.0;494412.0;110240.0;53.0;8608.0;161.683;0.8964916356877324;64.06790203446936;4.484869375907111;145.60377358490567
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBTE;TERESINA;PI;NORDESTE;BRASIL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;DOMÉSTICA;REGULAR;171.0;223168.0;54207.0;8289.0;1268.0;4.0;704.0;2.93333;0.24289772727272727;48.473684210526315;6.537066246056782;42.75
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;11423.0;7306040.0;6145574.0;316613.0;42502.0;79.0;13580.0;107.383;0.8411634756995582;27.717149610435087;7.449367088607595;144.59493670886076
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;8051.0;5029824.0;4444152.0;183142.0;29256.0;53.0;9112.0;65.7167;0.8835601404741001;22.747733200844614;6.25998085862729;151.9056603773585
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;3976.0;0.0;1.0;176.0;1.81667;;;;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBVC;VITÓRIA DA CONQUISTA;BA;NORDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;NÃO REGULAR;293.0;391776.0;326109.0;11824.0;2226.0;2.0;352.0;3.81667;0.8323863636363636;40.35494880546075;5.311769991015274;146.5
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBVC;VITÓRIA DA CONQUISTA;BA;NORDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;8417.0;11296950.0;9368121.0;342276.0;66780.0;60.0;10150.0;117.25;0.8292610837438423;40.66484495663538;5.125426774483378;140.28333333333333
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBVC;VITÓRIA DA CONQUISTA;BA;NORDESTE;BRASIL;SBVC;VITÓRIA DA CONQUISTA;BA;NORDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;330.0;0.0;1.0;175.0;0.183333;;;;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;DOMÉSTICA;REGULAR;3486.0;5152552.0;3287298.0;153302.0;29233.0;31.0;5464.0;52.45;0.6379941434846267;43.97647733792312;5.244141894434372;112.45161290322581
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;6583.0;4312088.0;2751694.0;175365.0;25498.0;61.0;10316.0;66.8667;0.6381349360217139;26.63907033267507;6.877598242999451;107.91803278688525
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;28452.0;25068200.0;20769960.0;892733.0;135780.0;186.0;34340.0;297.35;0.8285381479324403;31.3768100660762;6.574849020474296;152.96774193548387
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;DOMÉSTICA;REGULAR;20069.0;19200888.0;15172164.0;718865.0;115668.0;153.0;25398.0;253.1;0.7901803291597763;35.81967213114754;6.214899540062938;131.16993464052288
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SCEL;SANTIAGO;;;CHILE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;INTERNACIONAL;REGULAR;3825.0;12973100.0;11513250.0;298628.0;69230.0;23.0;4310.0;96.8667;0.8874709976798144;78.07267973856209;4.313563484038712;166.30434782608697
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SCEL;SANTIAGO;;;CHILE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;INTERNACIONAL;REGULAR;4504.0;15233328.0;13214736.0;335136.0;76284.0;26.0;5192.0;102.7;0.8674884437596302;74.40852575488455;4.393267264432908;173.23076923076923
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SCEL;SANTIAGO;;;CHILE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;INTERNACIONAL;IMPRODUTIVO;0.0;0.0;0.0;52986.0;13070.0;5.0;0.0;18.1833;;;4.054016832440704;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SCEL;SANTIAGO;;;CHILE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;INTERNACIONAL;NÃO REGULAR;687.0;;;;;;;;;;;
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SCEL;SANTIAGO;;;CHILE;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;INTERNACIONAL;REGULAR;25169.0;72010472.0;65791766.0;1736060.0;342434.0;131.0;27548.0;491.183;0.9136416436764919;68.97612141920617;5.069765268635708;192.12977099236642
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SCEL;SANTIAGO;;;CHILE;SCEL;SANTIAGO;;;CHILE;INTERNACIONAL;IMPRODUTIVO;0.0;0.0;0.0;774.0;0.0;2.0;432.0;1.58333;;;;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SCEL;SANTIAGO;;;CHILE;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;INTERNACIONAL;NÃO REGULAR;2420.0;5232876.0;4247269.0;141023.0;30074.0;22.0;3828.0;47.65;0.8116509926854755;58.27396694214876;4.689199973398949;110.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SDSC;SÃO CARLOS;SP;SUDESTE;BRASIL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;19383.0;1816.0;8.0;0.0;7.6;;;10.673458149779735;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SPJC;CALLAO/LIMA, LIMA METROPOLITAN AREA;;;PERU;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;INTERNACIONAL;REGULAR;18850.0;70236700.0;65503750.0;1660700.0;323175.0;93.0;20212.0;439.583;0.9326142885414606;88.10079575596816;5.138701941672468;202.68817204301075
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;INTERNACIONAL;REGULAR;7079.0;17087880.0;12192620.0;465995.0;91060.0;58.0;10884.0;149.167;0.7135244395442852;65.82780053679899;5.117450032945311;122.05172413793103
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;8;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;SCEL;SANTIAGO;;;CHILE;INTERNACIONAL;NÃO REGULAR;2677.0;5232876.0;4378501.0;172556.0;30074.0;22.0;3828.0;58.0833;0.8367293625914316;64.4587224505043;5.737713639688768;121.68181818181819
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;9;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;INTERNACIONAL;IMPRODUTIVO;0.0;0.0;0.0;1027.0;0.0;1.0;410.0;0.4;;;;0.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;9;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;INTERNACIONAL;NÃO REGULAR;335.0;4017180.0;3282330.0;133032.0;9798.0;1.0;410.0;11.4667;0.8170731707317073;397.11044776119405;13.577464788732394;335.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;9;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;INTERNACIONAL;REGULAR;10715.0;116498220.0;104985570.0;3681323.0;284142.0;29.0;11890.0;339.917;0.9011774600504626;343.56724218385443;12.955926966094417;369.48275862068965
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;9;EGLL;LONDON, ENGLAND;;;REINO UNIDO;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;INTERNACIONAL;NÃO REGULAR;237.0;3879010.0;2242257.0;109308.0;9461.0;1.0;410.0;11.3667;0.5780487804878048;461.2151898734177;11.553535567064792;237.0
TAM;TAM LINHAS AÉREAS S.A.;BRASILEIRA;2024;9;EGLL;LONDON, ENGLAND;;;REINO UNIDO;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;INTERNACIONAL;REGULAR;10621.0;112491290.0;100485281.0;3399095.0;274369.0;29.0;11890.0;330.05;0.8932716568544996;320.03530740984843;12.388772055152003;366.2413793103448
